Umur,Jumlah Masukan,Bahan Makanan,Vit. A,Vit. B,Vit. C,Vit. D,Vit. E,Vit. K,Protein (g),Mineral (%),Energi (Kal),Lemak  (g),Kalsium (mg),Zat Besi (gr),Serat (g),Karbohidrad (gr),Fosfor (mg),Magnesium (mg),Natrium (mg),Kalium (mg)
33,5,"58, 23, 22, 61, 25",o,o,o,x,o,x,o,o,x,x,o,o,x,x,o,x,x,x
8,4,"12, 20, 12, 47",o,o,x,x,o,x,o,o,x,x,o,o,o,x,o,o,o,x
4,6,"58, 45, 7, 12, 21, 51",o,o,o,o,o,x,o,o,x,x,o,o,o,x,o,o,o,o
30,5,"32, 13, 6, 26, 62",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
25,4,"6, 38, 61, 45",o,o,o,x,o,x,x,o,x,x,o,o,x,x,x,x,x,x
15,5,"3, 26, 44, 21, 53",o,o,o,o,x,x,o,o,x,x,x,o,x,x,x,x,x,x
25,8,"50, 46, 14, 40, 45, 11, 49, 14",o,o,o,x,x,x,o,o,x,o,x,o,x,x,o,x,x,o
36,6,"12, 41, 14, 22, 49, 51",x,o,o,x,x,x,o,o,x,x,o,o,x,x,o,x,x,x
23,2,"39, 11",x,o,x,x,x,x,o,o,x,x,x,x,x,x,o,x,x,x
31,10,"2, 20, 58, 33, 56, 47, 44, 40, 46, 41",o,o,o,x,o,x,o,o,x,x,o,o,x,x,o,x,o,x
15,10,"61, 14, 59, 28, 58, 46, 49, 23, 46, 11",o,o,o,x,o,x,o,o,o,o,o,o,o,x,o,x,x,o
27,1,1,x,o,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
14,10,"22, 54, 44, 62, 40, 41, 43, 31, 60, 12",x,o,o,x,o,x,o,o,x,x,o,o,o,x,o,x,x,o
25,10,"22, 63, 50, 53, 55, 13, 51, 43, 23, 24",o,o,o,x,x,x,o,o,x,x,o,o,x,x,o,x,x,x
2,9,"12, 27, 53, 57, 1, 21, 29, 27, 42",o,o,o,o,o,x,o,o,o,x,o,o,o,x,o,o,o,o
30,8,"30, 6, 62, 50, 9, 44, 59, 32",o,o,o,x,x,x,x,o,x,x,o,o,o,x,x,x,x,o
0,6,"54, 18, 63, 49, 11, 36",x,o,o,x,x,x,o,o,x,x,o,o,o,x,o,o,o,o
16,5,"62, 54, 35, 17, 22",x,o,o,x,x,x,o,o,x,o,o,o,x,x,o,x,o,x
33,10,"47, 25, 36, 53, 24, 15, 33, 31, 50, 36",o,o,o,x,o,x,o,o,x,x,o,o,o,x,o,x,x,x
26,9,"60, 11, 1, 15, 57, 33, 29, 38, 3",x,o,o,x,o,x,o,o,x,x,o,o,o,x,o,x,x,o
3,7,"22, 26, 7, 29, 20, 13, 55",o,o,o,x,x,x,o,o,o,x,o,o,o,x,o,o,o,o
1,5,"3, 25, 10, 58, 39",o,o,o,x,x,x,o,o,o,x,o,o,o,x,o,o,o,o
19,5,"54, 19, 7, 33, 51",x,o,o,x,x,x,o,o,x,x,x,x,x,x,o,x,x,x
32,2,"45, 34",o,x,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
3,7,"7, 54, 60, 43, 57, 5, 41",x,o,o,x,o,x,o,o,o,x,o,o,o,x,o,o,x,o
32,9,"2, 54, 16, 39, 44, 49, 35, 1, 42",x,o,o,x,x,x,o,o,x,x,x,o,x,x,x,x,x,x
6,6,"37, 45, 53, 3, 24, 37",o,o,o,x,x,x,o,o,x,x,o,o,o,x,x,o,o,o
6,8,"3, 24, 31, 51, 40, 18, 9, 6",o,o,o,x,x,x,o,o,o,x,o,o,o,x,o,o,o,o
20,3,"24, 17, 35",o,o,o,x,x,x,o,o,x,o,x,x,x,x,x,x,x,x
35,5,"30, 16, 46, 13, 25",x,o,o,x,x,x,o,o,x,x,x,x,x,x,x,x,x,x
23,2,"19, 23",x,o,x,x,x,x,o,o,x,x,x,x,x,x,o,x,x,x
26,3,"38, 52, 10",x,x,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
36,7,"9, 42, 28, 52, 61, 38, 12",o,o,o,x,o,x,o,o,x,x,o,o,x,x,x,x,x,x
25,5,"11, 6, 25, 15, 18",x,o,o,x,x,x,o,o,x,x,x,o,x,x,o,x,x,x
18,1,37,x,x,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
35,6,"12, 9, 55, 24, 34, 27",o,o,o,x,x,x,o,o,x,x,x,o,o,x,o,x,x,x
25,9,"38, 8, 28, 34, 5, 17, 35, 26, 5",x,o,o,x,x,x,o,o,x,o,x,o,x,x,x,x,x,x
0,8,"33, 62, 49, 47, 56, 53, 7, 36",x,o,o,x,o,x,o,o,o,x,o,o,o,x,o,o,x,o
29,5,"57, 56, 35, 36, 62",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
21,3,"48, 15, 13",x,o,x,x,o,x,o,o,x,o,o,o,x,x,o,x,x,x
18,1,15,x,o,x,x,x,x,o,o,x,x,x,o,x,x,x,x,x,x
18,4,"31, 9, 55, 36",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
12,1,46,x,o,x,x,x,x,x,o,x,x,x,x,o,x,x,x,x,x
27,6,"7, 49, 17, 37, 7, 44",o,o,o,x,x,x,o,o,x,o,x,x,x,x,x,x,x,x
11,8,"63, 27, 54, 41, 4, 7, 63, 14",x,o,o,x,x,x,o,o,o,x,o,x,o,x,o,o,x,o
25,9,"53, 46, 24, 26, 61, 27, 38, 22, 56",o,o,o,x,o,x,o,o,x,x,o,o,o,x,o,x,x,o
25,2,"32, 27",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
13,6,"22, 49, 36, 2, 26, 54",x,o,o,x,x,x,o,o,x,x,o,x,x,x,o,x,x,x
7,9,"10, 42, 21, 16, 41, 35, 42, 5, 28",o,o,o,o,o,x,o,o,o,x,x,o,o,x,o,o,x,o
1,9,"29, 38, 24, 6, 18, 16, 33, 49, 38",o,o,o,o,x,x,o,o,o,x,o,o,o,x,o,o,o,o
3,10,"10, 38, 27, 37, 54, 8, 13, 39, 57, 61",o,o,o,x,o,x,o,o,o,x,o,o,o,x,o,o,o,o
7,5,"9, 21, 3, 23, 46",o,o,x,o,o,x,o,o,o,x,x,o,o,x,o,o,o,o
9,4,"46, 14, 46, 44",x,o,o,x,x,x,o,o,x,x,x,x,o,x,o,o,x,o
11,10,"21, 41, 41, 54, 24, 39, 54, 28, 43, 38",o,o,o,o,o,x,o,o,x,x,o,o,o,x,o,o,x,o
33,1,18,x,x,x,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
0,3,"26, 43, 59",o,o,o,x,x,x,x,o,x,x,o,o,o,x,o,o,x,x
24,3,"21, 17, 26",o,o,x,o,x,x,o,o,x,o,x,x,x,x,x,x,x,x
21,6,"17, 38, 31, 21, 20, 19",o,o,x,o,o,x,o,o,o,o,x,o,x,x,o,x,o,x
26,10,"13, 38, 4, 27, 15, 19, 11, 32, 12, 54",x,o,o,x,o,x,o,o,x,x,o,o,x,x,o,x,x,o
23,6,"56, 34, 53, 24, 9, 31",o,o,o,x,x,x,x,o,x,x,x,o,o,x,x,x,x,x
27,7,"18, 20, 39, 12, 1, 48, 27",o,o,o,x,o,x,o,o,o,o,o,o,x,x,o,x,o,x
30,7,"17, 55, 20, 19, 13, 36, 8",o,o,x,x,x,x,o,o,x,o,x,o,x,x,o,x,o,x
36,3,"34, 4, 6",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
30,2,"21, 3",o,o,x,o,x,x,o,o,x,x,x,x,x,x,x,x,x,x
10,4,"45, 51, 28, 31",o,o,o,x,o,x,x,o,x,x,x,x,o,x,x,o,x,o
3,3,"23, 63, 49",x,o,o,x,x,x,o,o,x,x,x,o,o,x,o,o,x,o
19,4,"9, 12, 30, 1",x,o,o,x,x,x,o,o,x,x,x,o,x,x,x,x,x,x
35,10,"8, 48, 39, 47, 58, 29, 63, 60, 4, 50",o,o,o,x,o,x,o,o,o,o,o,o,o,x,o,x,x,o
21,6,"35, 58, 47, 44, 10, 12",o,o,o,x,o,x,o,o,x,x,o,o,x,x,o,x,x,x
12,8,"58, 9, 23, 23, 58, 20, 62, 6",o,o,o,x,x,x,o,o,o,o,o,o,o,x,o,x,o,o
12,1,3,x,o,x,x,x,x,x,o,x,x,x,x,o,x,x,x,x,x
8,9,"63, 54, 23, 21, 6, 62, 52, 1, 8",o,o,o,o,o,x,o,o,o,x,o,x,o,x,o,o,x,o
27,10,"34, 5, 42, 23, 44, 26, 16, 62, 29, 13",o,o,o,x,x,x,o,o,x,x,x,o,x,x,o,x,x,o
25,1,38,x,x,x,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
24,4,"46, 62, 6, 48",x,o,o,x,o,x,o,o,x,o,x,o,x,x,o,x,x,x
22,5,"11, 31, 11, 5, 58",o,o,o,x,x,x,o,o,x,x,o,o,x,x,o,x,x,o
35,4,"5, 62, 19, 16",x,o,x,x,x,x,o,o,x,x,x,o,x,x,o,x,x,x
28,10,"45, 46, 51, 25, 21, 27, 36, 50, 48, 58",o,o,o,o,o,x,o,o,x,o,o,o,o,x,o,x,x,o
2,9,"59, 32, 54, 21, 4, 59, 35, 43, 45",o,o,o,o,o,x,o,o,o,x,o,o,o,x,o,o,o,o
22,7,"20, 61, 26, 24, 22, 44, 50",o,o,o,x,o,x,o,o,x,x,o,o,x,x,o,x,o,x
31,9,"28, 46, 62, 7, 6, 24, 12, 2, 37",o,o,o,x,x,x,o,o,x,x,x,o,x,x,x,x,x,x
9,4,"43, 15, 12, 50",o,o,o,x,x,x,o,o,x,x,o,o,o,x,o,o,x,x
19,4,"9, 44, 32, 22",x,o,o,x,x,x,o,o,x,x,o,o,x,x,o,x,o,x
29,2,"13, 20",o,o,x,x,x,x,o,o,x,x,x,o,x,x,x,x,o,x
19,6,"4, 50, 9, 55, 37, 53",o,o,o,x,x,x,o,o,x,x,x,o,o,x,o,x,x,x
33,1,27,x,o,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
34,6,"2, 12, 60, 32, 48, 47",x,o,o,x,o,x,o,o,o,o,o,o,x,x,o,x,x,x
19,10,"43, 19, 45, 23, 26, 31, 47, 16, 39, 54",o,o,o,x,o,x,o,o,o,o,o,o,x,x,o,x,x,o
2,7,"21, 34, 58, 18, 51, 57, 8",o,o,o,o,o,x,o,o,x,x,o,o,o,x,o,o,o,o
7,10,"2, 52, 15, 6, 47, 20, 4, 47, 2, 24",o,o,o,x,o,x,o,o,o,x,o,o,o,x,o,o,o,o
19,9,"48, 27, 22, 54, 30, 18, 26, 61, 45",o,o,o,o,o,x,o,o,o,o,o,o,o,x,o,x,x,o
28,10,"16, 42, 34, 38, 42, 47, 54, 63, 47, 47",x,o,o,x,o,x,o,o,x,x,o,o,x,x,o,x,x,o
15,5,"31, 27, 27, 19, 31",x,o,o,x,x,x,o,o,x,x,x,x,o,x,o,x,x,x
36,1,40,x,o,x,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
0,3,"13, 59, 40",o,o,x,x,x,x,x,o,x,x,o,o,o,x,o,o,o,o
30,8,"42, 39, 20, 10, 3, 33, 36, 34",o,o,o,x,x,x,o,o,x,x,x,o,x,x,x,x,o,x
12,3,"14, 62, 34",x,o,x,x,x,x,o,o,x,x,x,x,o,x,x,x,x,x
8,5,"37, 54, 1, 22, 63",x,o,o,x,x,x,o,o,x,x,o,x,o,x,o,o,o,o
25,4,"12, 58, 29, 45",o,o,o,x,x,x,x,o,x,x,o,o,x,x,x,x,x,x
7,3,"47, 7, 63",x,o,o,x,o,x,o,o,x,x,o,x,o,x,x,o,x,x
15,8,"9, 26, 9, 10, 52, 51, 24, 63",o,o,o,x,x,x,o,o,o,x,x,o,o,x,o,x,o,x
22,2,"2, 8",x,o,x,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
18,1,7,x,o,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
22,1,48,x,o,x,x,o,x,o,x,x,o,x,x,x,x,o,x,x,x
28,10,"23, 40, 8, 25, 2, 48, 52, 14, 54, 14",x,o,o,x,o,x,o,o,o,o,o,o,x,x,o,x,x,o
30,10,"58, 5, 62, 6, 12, 35, 56, 30, 46, 36",o,o,o,x,x,x,o,o,x,x,o,o,o,x,o,x,x,o
29,1,46,x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
20,7,"2, 5, 36, 9, 13, 6, 17",x,o,o,x,x,x,o,o,o,o,x,o,x,x,x,x,o,x
2,10,"63, 24, 11, 54, 34, 44, 58, 43, 45, 4",o,o,o,x,o,x,o,o,o,x,o,o,o,x,o,o,o,o
12,5,"32, 33, 58, 34, 57",o,o,o,x,x,x,x,o,x,x,x,x,o,x,x,x,x,x
8,8,"19, 59, 35, 62, 54, 17, 3, 31",o,o,o,x,o,x,o,o,o,o,o,o,o,x,o,o,o,o
5,2,"6, 22",x,o,x,x,x,x,x,o,x,x,o,o,o,x,o,o,o,x
23,10,"1, 1, 46, 58, 50, 13, 53, 50, 39, 25",o,o,o,x,x,x,o,o,x,x,o,o,o,x,o,x,x,o
18,5,"3, 36, 12, 29, 19",x,o,o,x,x,x,o,o,x,x,x,o,x,x,o,x,x,x
16,9,"50, 18, 19, 58, 49, 36, 20, 51, 62",o,o,o,o,x,x,o,o,x,x,o,o,x,x,o,x,o,x
0,1,60,x,o,x,x,o,x,o,x,x,x,o,o,o,x,o,o,x,o
10,7,"8, 9, 18, 31, 38, 41, 63",x,o,o,x,x,x,o,o,x,x,x,o,o,x,o,o,o,o
31,8,"30, 56, 61, 56, 4, 5, 6, 46",o,o,o,x,o,x,x,o,x,x,o,x,o,x,x,x,x,o
28,1,30,x,x,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
24,8,"53, 2, 59, 20, 42, 56, 47, 63",o,o,o,x,o,x,o,o,x,x,o,o,o,x,o,x,o,x
28,2,"26, 52",x,x,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
35,7,"26, 54, 42, 62, 9, 3, 63",x,o,o,x,x,x,o,o,x,x,x,o,o,x,x,x,o,x
7,7,"34, 29, 26, 26, 43, 34, 61",o,o,o,x,o,x,x,o,x,x,o,x,o,x,x,o,x,o
8,1,13,x,o,x,x,x,x,x,o,x,x,x,x,o,x,x,x,x,x
32,9,"2, 34, 14, 5, 3, 22, 23, 5, 13",x,o,o,x,x,x,o,o,x,o,o,o,x,x,o,x,o,o
1,8,"21, 43, 31, 27, 16, 21, 6, 51",o,o,o,o,o,x,o,o,o,x,o,o,o,o,o,o,o,o
17,4,"40, 61, 11, 63",o,o,o,x,o,x,o,o,x,x,o,x,x,x,o,x,x,o
3,10,"61, 17, 59, 10, 6, 26, 5, 44, 25, 37",o,o,o,x,o,x,o,o,o,o,o,o,o,x,o,o,o,o
28,5,"59, 17, 11, 7, 21",o,o,o,o,x,x,o,o,x,o,o,o,x,x,o,x,x,x
24,6,"36, 34, 29, 28, 13, 53",x,o,o,x,x,x,x,o,x,x,x,o,x,x,x,x,x,x
11,6,"22, 51, 30, 36, 55, 60",x,o,o,x,o,x,o,o,x,x,o,o,o,x,o,o,o,o
30,8,"22, 52, 61, 8, 47, 8, 31, 56",o,o,o,x,o,x,o,o,x,x,o,o,x,x,o,x,x,o
15,4,"45, 15, 50, 47",o,o,o,x,o,x,o,o,x,x,o,o,x,x,o,x,x,x
11,4,"11, 35, 61, 44",o,o,o,x,o,x,o,o,x,x,o,x,o,x,o,o,x,o
25,8,"45, 14, 50, 63, 60, 55, 39, 62",o,o,o,x,o,x,o,o,x,x,o,o,o,x,o,x,x,o
29,8,"39, 1, 62, 2, 1, 62, 43, 42",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
6,8,"7, 8, 5, 26, 42, 50, 33, 55",o,o,o,x,x,x,o,o,x,x,o,o,o,x,o,o,x,o
12,5,"6, 55, 23, 17, 15",x,o,x,x,x,x,o,o,o,o,x,o,o,x,o,x,o,x
29,9,"25, 61, 32, 43, 27, 20, 18, 23, 31",o,o,o,x,o,x,o,o,x,o,o,o,x,x,o,x,o,o
14,9,"30, 52, 2, 6, 6, 54, 53, 46, 23",x,o,o,x,x,x,o,o,x,x,o,o,x,x,o,x,x,o
12,7,"3, 5, 15, 43, 46, 9, 49",x,o,o,x,x,x,o,o,x,x,x,o,o,x,o,x,o,x
12,5,"12, 1, 39, 37, 18",x,o,o,x,x,x,o,o,x,x,x,x,o,x,o,x,x,x
8,7,"39, 47, 11, 40, 18, 26, 58",o,o,o,x,o,x,o,o,o,x,o,o,o,x,o,o,x,o
1,3,"50, 23, 15",o,o,x,x,x,x,o,o,x,x,x,o,o,x,o,o,o,o
10,4,"16, 23, 22, 26",x,o,x,x,x,x,o,o,x,x,o,x,o,x,o,o,o,x
23,9,"11, 44, 14, 59, 32, 61, 40, 44, 47",o,o,o,x,o,x,o,o,o,o,o,o,x,x,o,x,x,o
36,5,"14, 2, 57, 11, 46",o,o,o,x,x,x,o,o,x,x,x,x,x,x,o,x,x,x
23,9,"9, 47, 43, 22, 51, 36, 9, 32, 14",x,o,o,x,o,x,o,o,o,o,o,o,o,x,o,x,o,x
22,7,"10, 32, 25, 47, 3, 46, 3",x,o,o,x,o,x,o,o,x,x,o,o,o,x,x,x,o,x
3,5,"27, 37, 50, 3, 40",o,o,o,x,x,x,o,o,x,x,x,o,o,x,o,o,o,o
0,3,"35, 33, 8",x,o,o,x,x,x,x,o,x,x,x,o,o,x,x,o,x,x
23,8,"8, 1, 34, 29, 6, 50, 28, 51",o,o,o,x,x,x,x,o,x,x,x,o,x,x,x,x,x,x
35,10,"53, 3, 59, 51, 36, 42, 15, 27, 30, 15",o,o,o,x,x,x,o,o,x,x,o,o,o,x,o,x,o,o
11,10,"3, 55, 15, 19, 34, 27, 48, 5, 6, 36",x,o,o,x,o,x,o,o,o,o,o,o,o,x,o,o,o,o
22,9,"26, 63, 31, 28, 38, 48, 19, 39, 12",x,o,o,x,o,x,o,o,o,o,o,o,x,x,o,x,x,x
14,4,"24, 61, 16, 22",o,o,o,x,o,x,o,o,x,x,o,o,x,x,o,x,x,x
31,6,"20, 39, 44, 23, 32, 16",o,o,o,x,x,x,o,o,x,o,x,o,x,x,o,x,o,x
6,2,"16, 5",x,o,x,x,x,x,o,o,x,x,x,o,o,x,x,x,x,x
20,1,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10,9,"37, 54, 12, 1, 51, 49, 29, 17, 39",x,o,o,x,o,x,o,o,o,o,o,x,o,x,o,o,o,o
0,4,"4, 45, 25, 46",o,o,o,x,x,x,x,o,x,x,o,o,o,x,o,o,x,o
1,2,"60, 45",o,o,o,x,o,x,o,o,x,x,o,o,o,x,o,o,x,o
28,9,"56, 54, 56, 12, 57, 37, 36, 54, 55",o,o,o,x,o,x,o,o,x,x,o,o,o,x,o,x,x,x
13,8,"56, 27, 20, 46, 52, 25, 21, 23",o,o,o,o,o,x,o,o,x,o,x,o,o,x,o,x,o,x
28,8,"12, 32, 20, 62, 4, 10, 9, 31",o,o,o,x,x,x,o,o,o,x,x,o,x,x,o,x,o,x
11,10,"19, 36, 55, 58, 29, 26, 47, 56, 55, 61",o,o,o,x,o,x,o,o,o,x,o,o,o,x,o,o,x,o
14,7,"59, 19, 55, 55, 49, 3, 61",o,o,o,x,o,x,o,o,x,x,o,o,o,x,o,x,x,o
22,6,"17, 6, 60, 1, 49, 43",x,o,o,x,o,x,o,o,o,o,x,o,x,x,o,x,x,x
24,9,"41, 55, 17, 3, 11, 29, 44, 38, 56",x,o,o,x,x,x,o,o,x,o,x,o,o,x,o,x,o,x
10,1,56,x,o,x,x,x,x,x,o,x,x,x,x,o,x,x,x,x,x
34,10,"41, 14, 6, 21, 50, 58, 24, 19, 20, 41",o,o,o,o,o,x,o,o,x,o,x,o,x,x,o,x,o,o
32,1,30,x,x,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
33,1,48,x,o,x,x,o,x,o,x,x,o,x,x,x,x,x,x,x,x
13,4,"17, 33, 10, 63",x,o,o,x,x,x,o,o,x,o,x,x,x,x,x,x,x,x
6,5,"47, 10, 30, 29, 54",x,o,o,x,o,x,o,o,x,x,o,o,o,x,x,o,x,o
29,10,"38, 7, 17, 52, 38, 3, 59, 56, 47, 30",o,o,o,x,o,x,o,o,x,o,o,o,o,x,x,x,o,o
17,3,"41, 1, 38",x,o,x,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
29,4,"20, 15, 4, 42",o,o,x,x,x,x,o,o,x,x,x,o,x,x,o,x,o,x
2,3,"26, 34, 34",x,o,o,x,x,x,x,o,x,x,x,o,o,x,x,o,x,x
35,4,"40, 60, 36, 43",x,o,o,x,o,x,o,o,x,x,x,o,x,x,x,x,x,x
1,2,"14, 35",x,o,o,x,x,x,o,x,x,x,x,o,o,x,o,o,x,o
3,4,"14, 24, 55, 40",o,o,o,x,x,x,o,o,x,x,x,o,o,x,o,o,o,o
21,4,"59, 25, 51, 27",o,o,o,x,x,x,x,o,x,x,o,o,o,x,x,x,x,x
5,3,"42, 53, 5",x,o,x,x,x,x,x,o,x,x,x,o,o,x,o,o,x,o
10,8,"50, 20, 24, 42, 12, 60, 9, 8",o,o,o,x,o,x,o,o,o,x,o,o,o,x,o,o,o,o
32,5,"31, 27, 47, 7, 53",x,o,o,x,o,x,x,o,x,x,x,o,o,x,x,x,x,x
1,8,"9, 18, 23, 22, 48, 26, 58, 62",o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,o,o
25,10,"47, 31, 57, 48, 28, 8, 59, 22, 9, 41",o,o,o,x,o,x,o,o,o,o,o,o,o,x,o,x,o,x
4,3,"49, 3, 57",x,o,o,x,x,x,o,o,x,x,o,o,o,x,o,o,o,x
21,9,"34, 53, 10, 31, 20, 35, 39, 42, 17",o,o,o,x,x,x,o,o,o,o,x,o,x,x,o,x,o,x
30,3,"32, 45, 39",o,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
29,1,50,o,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
7,5,"40, 22, 20, 44, 1",o,o,x,x,x,x,o,o,x,x,o,o,o,x,o,o,o,x
12,2,"60, 13",x,o,x,x,o,x,o,o,x,x,x,x,o,x,o,x,x,x
5,8,"45, 25, 9, 37, 30, 17, 52, 31",o,o,o,x,o,x,o,o,o,o,o,o,o,x,o,o,o,o
31,1,51,x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
0,5,"33, 45, 46, 47, 7",o,o,o,x,o,x,o,o,x,x,o,o,o,x,o,o,x,o
4,1,4,x,o,x,x,x,x,x,x,x,x,x,o,o,x,o,o,x,x
15,4,"53, 62, 3, 32",x,o,o,x,x,x,o,o,x,x,x,o,x,x,x,x,x,x
25,4,"6, 36, 21, 58",o,o,o,o,x,x,o,o,x,x,x,x,x,x,x,x,x,x
16,4,"24, 23, 43, 51",o,o,o,x,x,x,o,o,x,x,x,x,x,x,x,x,x,x
26,8,"3, 27, 60, 20, 16, 29, 23, 29",o,o,o,x,o,x,o,o,o,o,x,o,o,x,o,x,o,o
31,5,"31, 20, 26, 22, 37",o,o,o,x,x,x,o,o,x,x,o,o,x,x,o,x,o,x
33,6,"54, 46, 18, 45, 20, 6",o,o,o,x,x,x,o,o,x,x,o,o,x,x,o,x,o,x
4,7,"41, 38, 16, 43, 11, 1, 43",x,o,o,x,x,x,o,o,o,x,o,o,o,x,o,o,o,o
34,6,"17, 31, 51, 61, 23, 34",o,o,o,x,o,x,o,o,x,o,x,o,x,x,x,x,x,x
1,5,"34, 14, 3, 17, 49",x,o,x,x,x,x,o,o,o,o,x,o,o,x,o,o,o,o
30,3,"61, 14, 32",o,o,o,x,o,x,o,o,x,x,x,x,x,x,x,x,x,x
18,1,2,x,o,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
28,3,"44, 20, 40",o,o,o,x,x,x,o,o,x,x,x,o,x,x,x,x,o,x
1,10,"13, 19, 60, 18, 36, 42, 56, 36, 26, 30",x,o,o,o,o,x,o,o,o,x,o,o,o,x,o,o,o,o
10,4,"38, 18, 29, 34",x,o,x,x,x,x,o,o,x,x,x,x,o,x,x,x,x,x
33,10,"21, 56, 7, 1, 42, 46, 33, 36, 30, 2",o,o,o,o,x,x,o,o,x,x,x,x,o,x,x,x,x,x
1,1,45,o,x,o,x,x,x,x,o,x,x,x,o,o,x,x,x,x,x
15,3,"34, 46, 32",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
4,5,"5, 29, 13, 23, 43",x,o,o,x,x,x,o,o,o,x,x,o,o,x,o,o,o,o
19,1,51,x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
8,6,"49, 8, 52, 44, 52, 34",x,o,o,x,x,x,x,o,x,x,o,x,o,x,x,o,x,o
19,7,"49, 37, 20, 47, 13, 54, 21",o,o,o,o,o,x,o,o,x,x,o,o,x,x,o,x,o,x
19,5,"12, 27, 58, 22, 36",o,o,o,x,x,x,o,o,x,x,o,o,x,x,o,x,x,x
33,8,"35, 24, 42, 46, 22, 35, 9, 12",o,o,o,x,x,x,o,o,x,x,o,o,x,x,o,x,o,x
0,10,"35, 30, 52, 63, 15, 62, 11, 26, 33, 40",x,o,o,x,o,x,o,o,o,x,o,o,o,x,o,o,o,o
2,6,"27, 29, 51, 49, 29, 3",x,o,o,x,x,x,o,o,x,x,o,o,o,x,o,o,o,o
12,1,40,x,o,x,x,x,x,x,o,x,x,x,x,o,x,x,x,x,x
19,8,"3, 19, 10, 14, 46, 1, 59, 28",o,o,o,x,x,x,o,o,o,x,o,o,o,x,o,x,x,x
9,9,"52, 44, 31, 53, 47, 62, 56, 50, 44",o,o,o,x,o,x,o,o,x,x,o,o,o,x,o,o,x,o
25,9,"20, 48, 40, 30, 52, 11, 35, 1, 12",o,o,o,x,o,x,o,o,o,o,o,o,x,x,o,x,o,o
12,5,"61, 35, 27, 60, 46",o,o,o,x,o,x,o,o,x,x,o,o,o,x,o,x,x,o
21,7,"45, 7, 40, 33, 54, 27, 31",o,o,o,x,o,x,x,o,x,x,x,o,o,x,o,x,x,x
13,9,"38, 19, 31, 37, 16, 19, 58, 3, 40",o,o,o,o,x,x,o,o,x,x,o,o,x,x,o,x,x,x
33,7,"62, 56, 6, 14, 58, 39, 19",o,o,o,x,x,x,o,o,x,x,x,o,x,x,o,x,x,o
2,3,"34, 47, 53",x,o,x,x,o,x,o,o,x,x,o,o,o,x,o,o,x,o
14,4,"52, 5, 35, 40",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
12,7,"63, 34, 57, 44, 5, 17, 16",o,o,o,x,x,x,o,o,x,o,x,x,o,x,o,x,x,x
11,9,"49, 37, 36, 4, 56, 35, 37, 63, 1",x,o,o,x,x,x,o,o,x,x,x,x,o,x,o,o,x,o
26,8,"44, 3, 17, 45, 58, 16, 47, 53",o,o,o,x,o,x,o,o,x,o,o,o,x,x,o,x,o,o
3,9,"31, 3, 32, 63, 36, 28, 28, 51, 24",o,o,o,x,o,x,o,o,x,x,o,o,o,x,o,o,o,o
12,6,"44, 43, 28, 61, 13, 23",o,o,o,x,o,x,o,o,x,x,x,x,o,x,o,x,x,x
26,10,"33, 34, 21, 1, 4, 6, 7, 21, 42, 39",o,o,o,o,o,x,o,o,x,x,x,o,x,x,o,x,x,x
36,2,"10, 37",x,x,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
23,3,"31, 7, 33",x,o,o,x,x,x,x,o,x,x,x,x,x,x,x,x,x,x
2,1,63,x,o,o,x,x,x,x,o,x,x,x,o,o,x,x,x,x,x
